Step,"Group: femnist - Client #1, train_avg_loss","Group: femnist - Client #1, train_avg_loss__MIN","Group: femnist - Client #1, train_avg_loss__MAX","Group: femnist - Client #2, train_avg_loss","Group: femnist - Client #2, train_avg_loss__MIN","Group: femnist - Client #2, train_avg_loss__MAX","Group: femnist - Client #3, train_avg_loss","Group: femnist - Client #3, train_avg_loss__MIN","Group: femnist - Client #3, train_avg_loss__MAX","Group: femnist - Client #4, train_avg_loss","Group: femnist - Client #4, train_avg_loss__MIN","Group: femnist - Client #4, train_avg_loss__MAX","Group: femnist - Client #5, train_avg_loss","Group: femnist - Client #5, train_avg_loss__MIN","Group: femnist - Client #5, train_avg_loss__MAX",avg,min,max
3407,1.830415368,1.830415368,1.830415368,,,,,,,,,,,,,1.771781158,1.338396549,2.100993156
3421,,,,1.775111198,1.775111198,1.775111198,,,,,,,,,,1.782564235,1.338396549,2.100993156
3455,1.81398952,1.81398952,1.81398952,,,,,,,,,,,,,1.894573998,1.338396549,2.335160017
3458,,,,,,,,,,,,,2.100993156,2.100993156,2.100993156,1.890776563,1.338396549,2.335160017
3529,,,,1.338396549,1.338396549,1.338396549,,,,,,,,,,1.837281609,1.338396549,2.335160017
3532,,,,,,,1.88433075,1.88433075,1.88433075,,,,,,,1.92977922,1.795002341,2.335160017
3608,,,,,,,2.335160017,2.335160017,2.335160017,,,,,,,2.019317126,1.795002341,2.335160017
3615,,,,,,,,,,,,,1.795002341,1.795002341,1.795002341,1.915805125,1.795002341,2.332020283
3639,,,,1.833518386,1.833518386,1.833518386,,,,,,,,,,1.951683712,1.800884604,2.332020283
3640,,,,,,,,,,1.800884604,1.800884604,1.800884604,,,,1.91752255,1.662712574,2.332020283
3641,2.332020283,2.332020283,2.332020283,,,,,,,,,,,,,1.863129854,1.528921127,2.332020283
3671,,,,1.817600012,1.817600012,1.817600012,,,,,,,,,,1.786700535,1.528921127,1.974395275
3725,1.974395275,1.974395275,1.974395275,,,,,,,,,,,,,1.776421285,1.528921127,1.974395275
3735,,,,,,,,,,,,,1.662712574,1.662712574,1.662712574,1.711393714,1.528921127,1.949873686
3780,,,,,,,,,,1.528921127,1.528921127,1.528921127,,,,1.696729302,1.528921127,1.949873686
3823,,,,,,,,,,1.949873686,1.949873686,1.949873686,,,,1.776402974,1.589390516,1.949873686
3854,,,,1.766203761,1.766203761,1.766203761,,,,,,,,,,1.748713613,1.589390516,1.927289486
3894,,,,,,,,,,1.649257421,1.649257421,1.649257421,,,,1.619853592,1.121903658,1.927289486
3901,1.589390516,1.589390516,1.589390516,,,,,,,,,,,,,1.730840206,1.121903658,2.204190493
3904,,,,,,,1.927289486,1.927289486,1.927289486,,,,,,,1.710195136,1.121903658,2.204190493
3915,,,,1.811426878,1.811426878,1.811426878,,,,,,,,,,1.71496191,1.121903658,2.204190493
3963,1.121903658,1.121903658,1.121903658,,,,,,,,,,,,,1.610195351,1.121903658,2.204190493
3971,,,,,,,2.204190493,2.204190493,2.204190493,,,,,,,1.745854282,1.28759408,2.204190493
3978,,,,,,,,,,1.486165166,1.486165166,1.486165166,,,,1.711002398,1.28759408,2.029931068
3987,,,,1.951123357,1.951123357,1.951123357,,,,,,,,,,1.834458041,1.28759408,2.103443384
4016,1.28759408,1.28759408,1.28759408,,,,,,,,,,,,,1.805503416,1.28759408,2.103443384
4027,,,,1.800198317,1.800198317,1.800198317,,,,,,,,,,1.870801115,1.614082575,2.103443384
4035,,,,,,,,,,,,,2.029931068,2.029931068,2.029931068,1.814441705,1.518401265,2.103443384
4081,,,,,,,2.103443384,2.103443384,2.103443384,,,,,,,1.766940641,1.518401265,2.103443384
4085,,,,1.806350231,1.806350231,1.806350231,,,,,,,,,,1.695439053,1.518401265,1.806350231
4086,,,,,,,,,,,,,1.614082575,1.614082575,1.614082575,1.703493857,1.518401265,1.846624255
4100,,,,,,,,,,1.518401265,1.518401265,1.518401265,,,,1.670871377,1.450970173,1.846624255
4115,,,,,,,1.792425752,1.792425752,1.792425752,,,,,,,1.703894424,1.450970173,1.846624255
4143,,,,,,,,,,1.74593544,1.74593544,1.74593544,,,,1.631990051,1.432903886,1.846624255
4195,,,,,,,,,,,,,1.846624255,1.846624255,1.846624255,1.677370381,1.432903886,1.97283709
4203,,,,,,,,,,1.450970173,1.450970173,1.450970173,,,,1.542444873,1.171996713,1.97283709
4250,,,,,,,,,,1.683516502,1.683516502,1.683516502,,,,1.617798018,1.171996713,1.97283709
4253,1.432903886,1.432903886,1.432903886,,,,,,,,,,,,,1.495253539,1.070794106,1.97283709
4269,,,,,,,1.97283709,1.97283709,1.97283709,,,,,,,1.559412789,1.070794106,1.97283709
4314,,,,1.171996713,1.171996713,1.171996713,,,,,,,,,,1.512603092,1.070794106,1.827735901
4315,,,,,,,,,,,,,1.827735901,1.827735901,1.827735901,1.721777368,1.070794106,2.21786809
4323,1.070794106,1.070794106,1.070794106,,,,,,,,,,,,,1.646658731,1.070794106,2.21786809
4344,,,,,,,1.753700137,1.753700137,1.753700137,,,,,,,1.782504439,1.452142715,2.21786809
4352,,,,1.738788605,1.738788605,1.738788605,,,,,,,,,,1.784132218,1.452142715,2.21786809
4377,,,,,,,2.21786809,2.21786809,2.21786809,,,,,,,1.736479282,1.452142715,2.21786809
4384,1.452142715,1.452142715,1.452142715,,,,,,,,,,,,,1.638185596,1.452142715,1.761839032
4416,,,,,,,1.75002265,1.75002265,1.75002265,,,,,,,1.653241897,1.500523925,1.761839032
4426,,,,,,,,,,,,,1.761839032,1.761839032,1.761839032,1.643091965,1.500523925,1.761839032
4442,,,,1.500523925,1.500523925,1.500523925,,,,,,,,,,1.564361477,1.368186593,1.72639966
4447,,,,,,,,,,1.72639966,1.72639966,1.72639966,,,,1.572026968,1.368186593,1.72639966
4472,,,,,,,1.527424216,1.527424216,1.527424216,,,,,,,1.645649767,1.368186593,2.094513655
4481,,,,,,,,,,1.69927299,1.69927299,1.69927299,,,,1.671602702,1.368186593,2.094513655
4510,,,,,,,1.368186593,1.368186593,1.368186593,,,,,,,1.658070493,1.368186593,2.094513655
4546,,,,,,,1.53885138,1.53885138,1.53885138,,,,,,,1.831870461,1.53885138,2.237186432
4591,,,,,,,,,,,,,2.094513655,2.094513655,2.094513655,1.782268906,1.290843606,2.237186432
4617,,,,1.657188892,1.657188892,1.657188892,,,,,,,,,,1.688672519,1.290843606,2.237186432
4626,,,,,,,1.631611943,1.631611943,1.631611943,,,,,,,1.649942017,1.290843606,2.237186432
4687,,,,,,,,,,,,,2.237186432,2.237186432,2.237186432,1.643763113,1.290843606,2.237186432
4696,,,,,,,,,,1.290843606,1.290843606,1.290843606,,,,1.533328176,1.290843606,1.685011744
4697,,,,,,,1.62653172,1.62653172,1.62653172,,,,,,,1.644314361,1.463536382,1.845774531
4757,,,,1.463536382,1.463536382,1.463536382,,,,,,,,,,1.659425759,1.463536382,1.845774531
4769,,,,,,,1.600717425,1.600717425,1.600717425,,,,,,,1.757746792,1.600717425,1.955141544
4795,1.685011744,1.685011744,1.685011744,,,,,,,,,,,,,1.839318919,1.685011744,2.008578062
4817,,,,1.845774531,1.845774531,1.845774531,,,,,,,,,,1.878294921,1.702088714,2.008578062
4819,,,,,,,,,,,,,1.702088714,1.702088714,1.702088714,1.786535263,1.386976242,2.008578062
4848,,,,,,,,,,1.955141544,1.955141544,1.955141544,,,,1.829933739,1.386976242,2.008578062
4849,,,,,,,,,,,,,2.008578062,2.008578062,2.008578062,1.737739825,1.386976242,2.008578062
